Geneset	Genes
Mavrikaki et al. Downregulated Genes	WSB2
Mavrikaki et al. Downregulated Genes	RPS6KA3
Mavrikaki et al. Downregulated Genes	SLITRK1
Mavrikaki et al. Downregulated Genes	PITPNB
Mavrikaki et al. Downregulated Genes	PENK
Mavrikaki et al. Downregulated Genes	ZBTB2
Mavrikaki et al. Downregulated Genes	SIAH2
Mavrikaki et al. Downregulated Genes	ZNF804B
Mavrikaki et al. Downregulated Genes	NDN
Mavrikaki et al. Downregulated Genes	TMEM50A
Mavrikaki et al. Downregulated Genes	SGCZ
Mavrikaki et al. Downregulated Genes	SAPCD2
Mavrikaki et al. Downregulated Genes	VSTM2B
Mavrikaki et al. Downregulated Genes	LUZP2
Mavrikaki et al. Downregulated Genes	ZFP69
Mavrikaki et al. Downregulated Genes	COL25A1
Mavrikaki et al. Downregulated Genes	SLC25A51P4
Mavrikaki et al. Downregulated Genes	NOL4L
Mavrikaki et al. Downregulated Genes	SERPINB2
Mavrikaki et al. Downregulated Genes	ARC
Mavrikaki et al. Downregulated Genes	PPP1R14C
Mavrikaki et al. Downregulated Genes	GRIN3A
Mavrikaki et al. Downregulated Genes	SUCNR1
Mavrikaki et al. Downregulated Genes	ZNF277
Mavrikaki et al. Downregulated Genes	STYXL2
Mavrikaki et al. Downregulated Genes	SELENOT
Mavrikaki et al. Downregulated Genes	STUM
Mavrikaki et al. Downregulated Genes	SPRN
Mavrikaki et al. Downregulated Genes	PCDHA1
Mavrikaki et al. Downregulated Genes	AARD
Mavrikaki et al. Downregulated Genes	EGFEM1P
Mavrikaki et al. Downregulated Genes	XKR4
Mavrikaki et al. Downregulated Genes	CPLX3
Mavrikaki et al. Downregulated Genes	NEURL1B
Mavrikaki et al. Downregulated Genes	ELFN1
Mavrikaki et al. Downregulated Genes	PRRT1
Mavrikaki et al. Downregulated Genes	MTCO1P12
Mavrikaki et al. Downregulated Genes	RPSAP41
Mavrikaki et al. Downregulated Genes	ZNF542P
Mavrikaki et al. Downregulated Genes	CORT
Mavrikaki et al. Downregulated Genes	TMEFF1
Mavrikaki et al. Downregulated Genes	SMIM10L1
Mavrikaki et al. Downregulated Genes	OR7E47P
Mavrikaki et al. Downregulated Genes	LYPD8
Mavrikaki et al. Downregulated Genes	SYPL1P2
Mavrikaki et al. Downregulated Genes	H4C15
Mavrikaki et al. Downregulated Genes	TMEM271
Mavrikaki et al. Downregulated Genes	GOLGA6L10
Mavrikaki et al. Downregulated Genes	CATSPERB
Mavrikaki et al. Downregulated Genes	RPS9
Mavrikaki et al. Downregulated Genes	TC2N
Mavrikaki et al. Downregulated Genes	PCDH20
Mavrikaki et al. Downregulated Genes	SERTAD4
Mavrikaki et al. Downregulated Genes	SCG5
Mavrikaki et al. Downregulated Genes	MAGI1
CMC Upregulated Genes	MT-RNR2
CMC Upregulated Genes	H19
CMC Upregulated Genes	MT-RNR1
CMC Upregulated Genes	ANKRD62P1-PARP4P3
CMC Upregulated Genes	HELLS
CMC Upregulated Genes	PSG9
CMC Upregulated Genes	EFCAB12
CMC Upregulated Genes	FPR3
CMC Upregulated Genes	PSG5
CMC Upregulated Genes	KRT18
CMC Upregulated Genes	B3GNT5
CMC Upregulated Genes	PSG3
CMC Upregulated Genes	PSG1
CMC Upregulated Genes	CCDC144NL-AS1
CMC Upregulated Genes	LINC01089
CMC Upregulated Genes	PSG7
CMC Upregulated Genes	TCHH
CMC Upregulated Genes	FER1L4
CMC Upregulated Genes	MAMDC2-AS1
CMC Upregulated Genes	IL15
CMC Upregulated Genes	C1orf162
CMC Upregulated Genes	PSG11
CMC Upregulated Genes	PAPPA
CMC Upregulated Genes	FAM71C
CMC Upregulated Genes	CCDC180
CMC Upregulated Genes	MAK
CMC Upregulated Genes	RPL7P29
CMC Upregulated Genes	SLPI
CMC Upregulated Genes	MCCC1-AS1
CMC Upregulated Genes	LINCR-0001
CMC Upregulated Genes	PSG6
CMC Upregulated Genes	RBM33
CMC Upregulated Genes	GATAD1
CMC Upregulated Genes	TFAP2E
CMC Upregulated Genes	LVRN
CMC Upregulated Genes	STRC
CMC Upregulated Genes	FAM227A
CMC Upregulated Genes	CCNL2
CMC Upregulated Genes	RPL5P14
CMC Upregulated Genes	DANT2
CMC Upregulated Genes	CLK1
CMC Upregulated Genes	CNTN4-AS1
CMC Upregulated Genes	KCTD9P1
CMC Upregulated Genes	AGMO
CMC Upregulated Genes	LSMEM2
CMC Upregulated Genes	GAPDHP69
CMC Upregulated Genes	LRP2BP
CMC Upregulated Genes	PLGLA
CMC Upregulated Genes	HAUS3
CMC Upregulated Genes	TRIM73
CMC Upregulated Genes	RNPC3
CMC Upregulated Genes	MIR29A
CMC Upregulated Genes	HLA-DPA1
CMC Upregulated Genes	ZNF66
CMC Upregulated Genes	CENPJ
CMC Upregulated Genes	OPCML-IT1
CMC Upregulated Genes	STEAP3
CMC Upregulated Genes	FCGR1B
CMC Upregulated Genes	IFNE
CMC Upregulated Genes	KRT8P50
CMC Upregulated Genes	PKDREJ
CMC Upregulated Genes	USP49
CMC Upregulated Genes	ABCD4
CMC Upregulated Genes	TNFSF18
CMC Upregulated Genes	MYO5C
CMC Upregulated Genes	HLA-DRA
CMC Upregulated Genes	SEC31B
CMC Upregulated Genes	RABL2A
CMC Upregulated Genes	SPAG5
CMC Upregulated Genes	CELF2-AS1
CMC Upregulated Genes	FAM13A-AS1
CMC Upregulated Genes	LINC00632
CMC Upregulated Genes	RAB11FIP1P1
CMC Upregulated Genes	ZNF519
CMC Upregulated Genes	LINC01410
CMC Upregulated Genes	ZNF750
CMC Upregulated Genes	ATP6V1C2
CMC Upregulated Genes	CATSPER2
CMC Upregulated Genes	LRRC28
CMC Upregulated Genes	ZNF534
CMC Upregulated Genes	LCMT1-AS2
CMC Upregulated Genes	CYP3A4
CMC Upregulated Genes	PDXDC2P
CMC Upregulated Genes	ZNF891
CMC Upregulated Genes	ANKRD62
CMC Upregulated Genes	MS4A6A
CMC Upregulated Genes	PLXDC2
CMC Upregulated Genes	BRCC3P1
CMC Upregulated Genes	KLRA1P
CMC Upregulated Genes	MAB21L1
CMC Upregulated Genes	DDX3P1
CMC Upregulated Genes	ZNF541
CMC Upregulated Genes	MTRNR2L9
CMC Upregulated Genes	RUNDC3A-AS1
CMC Upregulated Genes	SH3GL1P1
CMC Upregulated Genes	TBC1D2B
CMC Upregulated Genes	RDH16
CMC Upregulated Genes	AP1G2
CMC Upregulated Genes	DLEU2L
CMC Upregulated Genes	SCIN
CMC Upregulated Genes	SLC43A1
CMC Upregulated Genes	RPS3AP29
CMC Upregulated Genes	ATN1
CMC Upregulated Genes	THAP12P2
CMC Upregulated Genes	TCF7
CMC Upregulated Genes	YES1P1
CMC Upregulated Genes	FAM95B1
CMC Upregulated Genes	GPATCH8
CMC Upregulated Genes	GPR65
CMC Upregulated Genes	UVSSA
CMC Upregulated Genes	OVGP1
CMC Upregulated Genes	STEAP4
CMC Upregulated Genes	ANKRD10
CMC Upregulated Genes	CAPS
CMC Upregulated Genes	LPCAT2
CMC Upregulated Genes	HTR1D
CMC Upregulated Genes	LINC01567
CMC Upregulated Genes	PLGLB1
CMC Upregulated Genes	CRTC1
CMC Upregulated Genes	NAALAD2
CMC Upregulated Genes	SHMT1
CMC Upregulated Genes	TLR2
CMC Upregulated Genes	KIAA0087
CMC Upregulated Genes	PIANP
CMC Upregulated Genes	PSG4
CMC Upregulated Genes	SLA
CMC Upregulated Genes	GPR135
CMC Upregulated Genes	RBM48
CMC Upregulated Genes	NR1D1
CMC Upregulated Genes	CCDC183
CMC Upregulated Genes	CYP3A7
CMC Upregulated Genes	OR7E13P
CMC Upregulated Genes	ZNF831
CMC Upregulated Genes	FGL2
CMC Upregulated Genes	NRIP2
CMC Upregulated Genes	SUGT1P2
CMC Upregulated Genes	TNXB
CMC Upregulated Genes	RGPD5
CMC Upregulated Genes	ZNF789
CMC Upregulated Genes	SFI1
CMC Upregulated Genes	ANKRD20A8P
CMC Upregulated Genes	NUDT6
CMC Upregulated Genes	MLXIPL
CMC Upregulated Genes	LINC00525
CMC Upregulated Genes	ACTG1P12
CMC Upregulated Genes	LRRC46
CMC Upregulated Genes	ARHGEF7-IT1
CMC Upregulated Genes	LACTB2-AS1
CMC Upregulated Genes	HERC2P4
CMC Upregulated Genes	MACROD2-AS1
CMC Upregulated Genes	ATAD5
CMC Upregulated Genes	CD86
CMC Upregulated Genes	NPIPP1
CMC Upregulated Genes	CLEC7A
CMC Upregulated Genes	C15orf54
CMC Upregulated Genes	RHOXF1-AS1
CMC Upregulated Genes	FAM201B
CMC Upregulated Genes	PRICKLE2-AS1
CMC Upregulated Genes	ZNF814
CMC Upregulated Genes	FAM157C
CMC Upregulated Genes	CEACAM19
CMC Upregulated Genes	MS4A4A
CMC Upregulated Genes	NPM1P8
CMC Upregulated Genes	GOLGA8A
CMC Upregulated Genes	PNISR
CMC Upregulated Genes	LINC01355
CMC Upregulated Genes	MAPRE1P1
CMC Upregulated Genes	IRF5
CMC Upregulated Genes	MALAT1
CMC Upregulated Genes	RPL7P46
CMC Upregulated Genes	DDX18P1
CMC Upregulated Genes	RAD52
CMC Upregulated Genes	RN7SKP96
CMC Upregulated Genes	LINC00926
CMC Upregulated Genes	MIR3150B
CMC Upregulated Genes	POLE
CMC Upregulated Genes	EPC1
CMC Upregulated Genes	GPR82
CMC Upregulated Genes	ATP8A2P2
CMC Upregulated Genes	SYN3
CMC Upregulated Genes	HECW1-IT1
CMC Upregulated Genes	GCOM2
CMC Upregulated Genes	FLCN
CMC Upregulated Genes	DDX50P1
CMC Upregulated Genes	TVP23C
CMC Upregulated Genes	CASP1
CMC Upregulated Genes	BHLHE41
CMC Upregulated Genes	MCM3AP-AS1
CMC Upregulated Genes	RPS7P7
CMC Upregulated Genes	LINC-PINT
CMC Upregulated Genes	ABCA6
CMC Upregulated Genes	NFE2L3
CMC Upregulated Genes	VDAC1P8
CMC Upregulated Genes	NPFF
CMC Upregulated Genes	CCDC168
CMC Upregulated Genes	IRS4
CMC Upregulated Genes	TUBG1P
CMC Upregulated Genes	AGGF1P3
CMC Upregulated Genes	ZCCHC8
CMC Upregulated Genes	ANKS4B
CMC Upregulated Genes	SYCP2
CMC Upregulated Genes	MPP4
CMC Upregulated Genes	KIAA1328
CMC Upregulated Genes	C15orf56
CMC Upregulated Genes	IL18
CMC Upregulated Genes	TNFSF13B
CMC Upregulated Genes	SACS-AS1
CMC Upregulated Genes	MSS51
CMC Upregulated Genes	ESYT3
CMC Upregulated Genes	KCNMA1-AS1
CMC Upregulated Genes	PCDHB13
CMC Upregulated Genes	SLC1A5
CMC Upregulated Genes	VN1R1
CMC Upregulated Genes	EBLN2
CMC Upregulated Genes	LRRC1
CMC Upregulated Genes	ANKS6
CMC Upregulated Genes	TSC22D2
CMC Upregulated Genes	TATDN2P2
CMC Upregulated Genes	ZBED6
CMC Upregulated Genes	SPAG5-AS1
CMC Upregulated Genes	MTBP
CMC Upregulated Genes	TNFAIP8L2
CMC Upregulated Genes	UHRF2P1
CMC Upregulated Genes	KIZ-AS1
CMC Upregulated Genes	SEPHS1P1
CMC Upregulated Genes	MIR137HG
CMC Upregulated Genes	UBAP1L
CMC Upregulated Genes	CTAGE7P
CMC Upregulated Genes	LINC00463
CMC Upregulated Genes	PSTPIP2
CMC Upregulated Genes	LINC01586
CMC Upregulated Genes	C20orf203
CMC Upregulated Genes	CACNA2D3-AS1
CMC Upregulated Genes	SLC17A9
CMC Upregulated Genes	LYG1
CMC Upregulated Genes	NBPF13P
CMC Upregulated Genes	ZBTB16
CMC Upregulated Genes	MYCBP
CMC Upregulated Genes	ZNF543
CMC Upregulated Genes	CYP2G1P
CMC Upregulated Genes	ZNF571-AS1
CMC Upregulated Genes	ITPK1-AS1
CMC Upregulated Genes	CDRT4
CMC Upregulated Genes	HNRNPA2B1
CMC Upregulated Genes	TAF8
CMC Upregulated Genes	STARD9
CMC Upregulated Genes	SLC22A8
CMC Upregulated Genes	ALOX12P2
CMC Upregulated Genes	CTAGE3P
CMC Upregulated Genes	ACTG1P10
CMC Upregulated Genes	LINC01094
CMC Upregulated Genes	OSM
CMC Upregulated Genes	CROCCP3
CMC Upregulated Genes	MTND5P16
CMC Upregulated Genes	PCBP1-AS1
CMC Upregulated Genes	MAP3K6
CMC Upregulated Genes	KCNQ5-AS1
CMC Upregulated Genes	TMLHE-AS1
CMC Upregulated Genes	USP32P1
CMC Upregulated Genes	DIO1
CMC Upregulated Genes	COL28A1
CMC Upregulated Genes	MYOT
CMC Upregulated Genes	ACKR1
CMC Upregulated Genes	PTGR2
CMC Upregulated Genes	ESR1
CMC Upregulated Genes	THUMPD3-AS1
CMC Upregulated Genes	DBIL5P2
CMC Upregulated Genes	HDAC1P2
CMC Upregulated Genes	MNT
CMC Upregulated Genes	CCR5
CMC Upregulated Genes	EIF2AP4
CMC Upregulated Genes	MLXIP
CMC Upregulated Genes	CLEC9A
CMC Upregulated Genes	CCDC144NL
CMC Upregulated Genes	LIPT1P1
CMC Upregulated Genes	PDCD1LG2
CMC Upregulated Genes	SNAP23
CMC Upregulated Genes	EGR4
CMC Upregulated Genes	TFAP4
CMC Upregulated Genes	HTR1F
CMC Upregulated Genes	PKD2L2
CMC Upregulated Genes	PRKD3
CMC Upregulated Genes	RPL7P18
CMC Upregulated Genes	ALS2CL
CMC Upregulated Genes	SLC25A30
CMC Upregulated Genes	CLEC4E
CMC Upregulated Genes	RPL5P11
CMC Upregulated Genes	EPB41
CMC Upregulated Genes	STX16-NPEPL1
CMC Upregulated Genes	RPEL1
CMC Upregulated Genes	DLGAP1-AS2
CMC Upregulated Genes	DUBR
CMC Upregulated Genes	PCDHB7
CMC Upregulated Genes	GPR34
CMC Upregulated Genes	PRSS51
CMC Upregulated Genes	LINC00484
CMC Upregulated Genes	FOXP4
CMC Upregulated Genes	KIF4B
CMC Upregulated Genes	FAM41C
CMC Upregulated Genes	ZNF587B
CMC Upregulated Genes	SUPT20H
CMC Upregulated Genes	MAMLD1
CMC Upregulated Genes	LST1
CMC Upregulated Genes	WDPCP
CMC Upregulated Genes	RPS3AP14
CMC Upregulated Genes	HLA-DPB1
CMC Upregulated Genes	FCGR1A
CMC Upregulated Genes	VASH2
CMC Upregulated Genes	ZC3H3
CMC Upregulated Genes	TBC1D8B
CMC Upregulated Genes	SLC5A4
CMC Upregulated Genes	N4BP2
CMC Upregulated Genes	TRMT44
CMC Upregulated Genes	NMUR2
CMC Upregulated Genes	POU6F2
CMC Upregulated Genes	FGF5
CMC Upregulated Genes	SNED1
CMC Upregulated Genes	HCG4B
CMC Upregulated Genes	NR2C1
CMC Upregulated Genes	ADH1B
CMC Upregulated Genes	XYLB
CMC Upregulated Genes	TGFBR1
CMC Upregulated Genes	CBWD3
CMC Upregulated Genes	LAT2
CMC Upregulated Genes	NPIPB4
CMC Upregulated Genes	ERVH48-1
CMC Upregulated Genes	SHCBP1
CMC Upregulated Genes	EDA2R
CMC Upregulated Genes	SLC38A6
CMC Upregulated Genes	SCUBE3
CMC Upregulated Genes	SKI
CMC Upregulated Genes	ARHGAP17
CMC Upregulated Genes	CACNA1C-AS1
CMC Upregulated Genes	GMPR
CMC Upregulated Genes	CSPG4P12
CMC Upregulated Genes	L3HYPDH
CMC Upregulated Genes	FCF1P3
CMC Upregulated Genes	RAD17P2
CMC Upregulated Genes	PARP16
CMC Upregulated Genes	FUS
CMC Upregulated Genes	KMT2A
CMC Upregulated Genes	NPIPB5
CMC Upregulated Genes	UGDH-AS1
CMC Upregulated Genes	CYSLTR1
CMC Upregulated Genes	CD300LF
CMC Upregulated Genes	PCDHB9
CMC Upregulated Genes	BRD4
CMC Upregulated Genes	RGS1
CMC Upregulated Genes	DPY19L2P4
CMC Upregulated Genes	KIAA1958
CMC Upregulated Genes	SLC22A24
CMC Upregulated Genes	SLC22A25
CMC Upregulated Genes	TLR5
CMC Upregulated Genes	ZNF207
CMC Upregulated Genes	DENND3
CMC Upregulated Genes	HLA-DMA
CMC Upregulated Genes	NT5C3AP1
CMC Upregulated Genes	GADD45G
CMC Upregulated Genes	POGZ
CMC Upregulated Genes	VWFP1
CMC Upregulated Genes	SAXO2
CMC Upregulated Genes	BTBD18
CMC Upregulated Genes	PRORSD1P
CMC Upregulated Genes	SPDYA
CMC Upregulated Genes	SPC25
CMC Upregulated Genes	RNF139-AS1
CMC Upregulated Genes	ZNF273
CMC Upregulated Genes	HLA-DMB
CMC Upregulated Genes	PTPN2
CMC Upregulated Genes	DRC3
CMC Upregulated Genes	SRRM2
CMC Upregulated Genes	CCDC144A
CMC Upregulated Genes	TMC8
CMC Upregulated Genes	MAB21L3
CMC Upregulated Genes	MUC4
CMC Upregulated Genes	DNAH11
CMC Upregulated Genes	RGL4
CMC Upregulated Genes	ZNF571
CMC Upregulated Genes	DIRC3
CMC Upregulated Genes	RNF144A
CMC Upregulated Genes	ANKRD18B
CMC Upregulated Genes	NXF1
CMC Upregulated Genes	WHAMM
CMC Upregulated Genes	ZNF721
CMC Upregulated Genes	GDI2P2
CMC Upregulated Genes	CUL9
CMC Upregulated Genes	GPR183
CMC Upregulated Genes	STARD8
CMC Upregulated Genes	PTCH2
CMC Upregulated Genes	LCNL1
CMC Upregulated Genes	ATXN7
CMC Upregulated Genes	CC2D1A
CMC Upregulated Genes	EMC3-AS1
CMC Upregulated Genes	HBP1
CMC Upregulated Genes	PCDHB4
CMC Upregulated Genes	RPS7P11
CMC Upregulated Genes	TRIM36-IT1
CMC Upregulated Genes	ZMIZ2
CMC Upregulated Genes	RELA
CMC Upregulated Genes	SLC16A4
CMC Upregulated Genes	LIMK2
CMC Upregulated Genes	EEF1DP3
CMC Upregulated Genes	MAGI2-AS3
CMC Upregulated Genes	SYT14P1
CMC Upregulated Genes	CUZD1
CMC Upregulated Genes	RUSC1-AS1
CMC Upregulated Genes	GPR87
CMC Upregulated Genes	TFEC
CMC Upregulated Genes	LY86
CMC Upregulated Genes	EEF1DP4
CMC Upregulated Genes	ANKHD1-EIF4EBP3
CMC Upregulated Genes	NFKBID
CMC Upregulated Genes	GK5
CMC Upregulated Genes	HYDIN
CMC Upregulated Genes	ZFC3H1
CMC Upregulated Genes	ZNF865
CMC Upregulated Genes	TBC1D10C
CMC Upregulated Genes	ZNF185
CMC Upregulated Genes	ULK1
CMC Upregulated Genes	TTC21A
CMC Upregulated Genes	CRLF3
CMC Upregulated Genes	KLHL32
CMC Upregulated Genes	HDAC4
CMC Upregulated Genes	ARL17B
CMC Upregulated Genes	MAP3K19
CMC Upregulated Genes	FGF17
CMC Upregulated Genes	POLQ
CMC Upregulated Genes	PDSS1P1
CMC Upregulated Genes	NAIP
CMC Upregulated Genes	TBXAS1
CMC Upregulated Genes	TMIGD3
CMC Upregulated Genes	GP6
CMC Upregulated Genes	MUC19
CMC Upregulated Genes	FAM106A
CMC Upregulated Genes	PTGS2
CMC Upregulated Genes	MAML1
CMC Upregulated Genes	KIAA2012
CMC Upregulated Genes	CD74
CMC Upregulated Genes	KCNC4
CMC Upregulated Genes	TCEA1P4
CMC Upregulated Genes	RAPGEF6
CMC Upregulated Genes	PABPC1P11
CMC Upregulated Genes	FSD2
CMC Upregulated Genes	MTATP6P22
CMC Upregulated Genes	KANTR
CMC Upregulated Genes	QRSL1P3
CMC Upregulated Genes	DLGAP1-AS1
CMC Upregulated Genes	NPHP3
CMC Upregulated Genes	SETD1B
CMC Upregulated Genes	TDRD1
CMC Upregulated Genes	TSPAN19
CMC Upregulated Genes	DDX39B
CMC Upregulated Genes	DHRS1
CMC Upregulated Genes	GUSBP11
CMC Upregulated Genes	RPSAP16
CMC Upregulated Genes	ALDOB
CMC Upregulated Genes	TMEM108-AS1
CMC Upregulated Genes	TLR1
CMC Upregulated Genes	CTSC
CMC Upregulated Genes	DNAH10OS
CMC Upregulated Genes	ILF2P1
CMC Upregulated Genes	DENND2D
CMC Upregulated Genes	HIC2
CMC Upregulated Genes	TBR1
CMC Upregulated Genes	ARMC3
CMC Upregulated Genes	NPIPA1
CMC Upregulated Genes	FAM215B
CMC Upregulated Genes	UBN2
CMC Upregulated Genes	IGF1R
CMC Upregulated Genes	CIC
CMC Upregulated Genes	GPR160
CMC Upregulated Genes	PTPRC
CMC Upregulated Genes	ZNF259P1
CMC Upregulated Genes	TMEM45A
CMC Upregulated Genes	LINC01011
CMC Upregulated Genes	SUMO4
CMC Upregulated Genes	MYO1G
CMC Upregulated Genes	CHRM3-AS2
CMC Upregulated Genes	ZNF345
CMC Upregulated Genes	PHC3
CMC Upregulated Genes	BSN
CMC Upregulated Genes	AOC2
CMC Upregulated Genes	FOXP1-IT1
CMC Upregulated Genes	PIGG
CMC Upregulated Genes	C7
CMC Upregulated Genes	SNHG14
CMC Upregulated Genes	RPL7P15
CMC Upregulated Genes	C5orf66
CMC Upregulated Genes	CENPC
CMC Upregulated Genes	ZC3H6
CMC Upregulated Genes	USP17L22
CMC Upregulated Genes	ZNF251
CMC Upregulated Genes	MST1
CMC Upregulated Genes	ZSCAN22
CMC Upregulated Genes	ADAM12
CMC Upregulated Genes	HCLS1
CMC Upregulated Genes	IL13RA1
CMC Upregulated Genes	P2RX7
CMC Upregulated Genes	RAD18
CMC Upregulated Genes	RNASE6
CMC Upregulated Genes	AK3P3
CMC Upregulated Genes	STK38
CMC Upregulated Genes	RPL5P27
CMC Upregulated Genes	GAPT
CMC Upregulated Genes	CELF2
CMC Upregulated Genes	SNX18P3
CMC Upregulated Genes	MFAP5
CMC Upregulated Genes	FCGR3A
CMC Upregulated Genes	TMEM14EP
CMC Upregulated Genes	USP31
CMC Upregulated Genes	CBWD5
CMC Upregulated Genes	GNB3
CMC Upregulated Genes	DUSP1
CMC Upregulated Genes	CEP85
CMC Upregulated Genes	ZGLP1
CMC Upregulated Genes	WNK2
CMC Upregulated Genes	HLA-DQA2
CMC Upregulated Genes	DNAAF1
CMC Upregulated Genes	SMLR1
CMC Upregulated Genes	KCNE4
CMC Upregulated Genes	SPINK9
CMC Upregulated Genes	DDB2
CMC Upregulated Genes	SELL
CMC Upregulated Genes	FAM181A
CMC Upregulated Genes	TMEM102
CMC Upregulated Genes	PTPN21
CMC Upregulated Genes	PAN2
CMC Upregulated Genes	RNPS1
CMC Upregulated Genes	HNRNPA1P14
CMC Upregulated Genes	EEF1B2P1
CMC Upregulated Genes	LRRC37A15P
CMC Upregulated Genes	CASP2
CMC Upregulated Genes	TRANK1
CMC Upregulated Genes	HSP90B2P
CMC Upregulated Genes	CAPG
CMC Upregulated Genes	GCM2
CMC Upregulated Genes	TMEM182
CMC Upregulated Genes	RPS3AP22
CMC Upregulated Genes	LINC01422
CMC Upregulated Genes	SYTL1
CMC Upregulated Genes	ERI3-IT1
CMC Upregulated Genes	SNAPC4
CMC Upregulated Genes	TLK2P1
CMC Upregulated Genes	C1orf226
CMC Upregulated Genes	LINC01010
CMC Upregulated Genes	PASK
CMC Upregulated Genes	BCL2L11
CMC Upregulated Genes	IL1B
CMC Upregulated Genes	SLC2A2
CMC Upregulated Genes	JAKMIP3
CMC Upregulated Genes	STK35
CMC Upregulated Genes	THRB-IT1
CMC Upregulated Genes	PLCE1
CMC Upregulated Genes	MKRN5P
CMC Upregulated Genes	MLLT10
CMC Upregulated Genes	TARDBP
CMC Upregulated Genes	SLC38A2
CMC Upregulated Genes	COL8A2
CMC Upregulated Genes	AFF3
CMC Upregulated Genes	NFAT5
CMC Upregulated Genes	CERS5
CMC Upregulated Genes	ZNF226
CMC Upregulated Genes	RPL5P1
CMC Upregulated Genes	LINC00893
CMC Upregulated Genes	RPL7P49
CMC Upregulated Genes	MYO7A
CMC Upregulated Genes	CCNL2P1
CMC Upregulated Genes	AP4B1-AS1
CMC Upregulated Genes	IRS1
CMC Upregulated Genes	JMJD7-PLA2G4B
CMC Upregulated Genes	BCL2L15
CMC Upregulated Genes	ABCC9
CMC Upregulated Genes	PIK3CG
CMC Upregulated Genes	SRRM3
CMC Upregulated Genes	PER1
CMC Upregulated Genes	LHFPL2
CMC Upregulated Genes	DAPP1
CMC Upregulated Genes	FAM153B
CMC Upregulated Genes	ANKZF1
CMC Upregulated Genes	ARSI
CMC Upregulated Genes	PKD1P6
CMC Upregulated Genes	ZNF318
CMC Upregulated Genes	NAA16
CMC Upregulated Genes	RPS3AP23
CMC Upregulated Genes	IKZF2
CMC Upregulated Genes	VN1R51P
CMC Upregulated Genes	ZNF431
CMC Upregulated Genes	DCAF4L1
CMC Upregulated Genes	PTGER4
CMC Upregulated Genes	RYKP1
CMC Upregulated Genes	MROH1
CMC Upregulated Genes	GTF3C2-AS1
CMC Upregulated Genes	LDHAL6FP
CMC Upregulated Genes	CPT1B
CMC Upregulated Genes	CYP2B7P
CMC Upregulated Genes	FPR1
CMC Upregulated Genes	AHDC1
CMC Upregulated Genes	EMSY
CMC Upregulated Genes	LRIT3
CMC Upregulated Genes	ACMSD
CMC Upregulated Genes	MCF2L2
CMC Upregulated Genes	ABI3
CMC Upregulated Genes	ACSL1
CMC Upregulated Genes	TEFM
CMC Upregulated Genes	RASAL2-AS1
CMC Upregulated Genes	AMMECR1
CMC Upregulated Genes	DSE
CMC Upregulated Genes	CBFB
CMC Upregulated Genes	SRRM1
CMC Upregulated Genes	NSUN5P1
CMC Upregulated Genes	FKBP14
CMC Upregulated Genes	KCNMB3
CMC Upregulated Genes	INVS
CMC Upregulated Genes	CREBBP
CMC Upregulated Genes	GABARAPL3
CMC Upregulated Genes	FTX
CMC Upregulated Genes	FRG1BP
CMC Upregulated Genes	TNRC6A
CMC Upregulated Genes	ANKRD19P
CMC Upregulated Genes	HAVCR2
CMC Upregulated Genes	IKZF5
CMC Upregulated Genes	AIF1
CMC Upregulated Genes	HSPA8P4
CMC Upregulated Genes	SIGLEC15
CMC Upregulated Genes	HSD3B1
CMC Upregulated Genes	PSD4
CMC Upregulated Genes	FLVCR2
CMC Upregulated Genes	DNAH6
CMC Upregulated Genes	FZD7
CMC Upregulated Genes	CLEC2B
CMC Upregulated Genes	ANKRD20A5P
CMC Upregulated Genes	SMAD4
CMC Upregulated Genes	MTUS2
CMC Upregulated Genes	SPTLC3
CMC Upregulated Genes	KIAA1614
CMC Upregulated Genes	LINC01289
CMC Upregulated Genes	ZNF384
CMC Upregulated Genes	LINC01609
CMC Upregulated Genes	SSBP3-AS1
CMC Upregulated Genes	LGR5
CMC Upregulated Genes	ESRG
CMC Upregulated Genes	NHLRC2
CMC Upregulated Genes	IPO5P1
CMC Upregulated Genes	F13A1
CMC Upregulated Genes	CDY4P
CMC Upregulated Genes	SFSWAP
CMC Upregulated Genes	MTCYBP32
CMC Upregulated Genes	CTSS
CMC Upregulated Genes	EP300
CMC Upregulated Genes	KCTD12
CMC Upregulated Genes	LRR1
CMC Upregulated Genes	CBFA2T3
CMC Upregulated Genes	SHISA9
CMC Upregulated Genes	COL12A1
CMC Upregulated Genes	CYP3A5
CMC Upregulated Genes	LRRC70
CMC Upregulated Genes	MECP2
CMC Upregulated Genes	USH2A
CMC Upregulated Genes	TMPRSS5
CMC Upregulated Genes	PDK4
CMC Upregulated Genes	ZCCHC14
CMC Upregulated Genes	GAS1
CMC Upregulated Genes	WDR19
CMC Upregulated Genes	TDRD6
CMC Upregulated Genes	LRRC19
CMC Upregulated Genes	POLE2
CMC Upregulated Genes	SFR1P1
CMC Upregulated Genes	MICAL3
CMC Upregulated Genes	TPT1-AS1
CMC Upregulated Genes	TBC1D24
CMC Upregulated Genes	CPEB2
CMC Upregulated Genes	KTN1-AS1
CMC Upregulated Genes	GIT2
CMC Upregulated Genes	CDH26
CMC Upregulated Genes	HYPK
CMC Upregulated Genes	KNOP1P4
CMC Upregulated Genes	GPR52
CMC Upregulated Genes	ASB5
